,id,date,speed,date1,t_date,t_time,holiday,daybefore,is_weekend,pressure,weather1,temper,weather2,weather3,wet,cloud,rain,weather4,weather5,wind,weekday
4047,4047,19/6/2017 0:00,46.80991582,2017/6/19 0:00,2017/6/19,0:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4048,4048,19/6/2017 1:00,44.25468879,2017/6/19 1:00,2017/6/19,1:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4049,4049,19/6/2017 2:00,44.28766831,2017/6/19 2:00,2017/6/19,2:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4050,4050,19/6/2017 3:00,43.51666609,2017/6/19 3:00,2017/6/19,3:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4051,4051,19/6/2017 4:00,45.26989753,2017/6/19 4:00,2017/6/19,4:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4052,4052,19/6/2017 5:00,45.09027226,2017/6/19 5:00,2017/6/19,5:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4053,4053,19/6/2017 6:00,42.01598919,2017/6/19 6:00,2017/6/19,6:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4054,4054,19/6/2017 7:00,21.18500905,2017/6/19 7:00,2017/6/19,7:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4055,4055,19/6/2017 8:00,12.94368397,2017/6/19 8:00,2017/6/19,8:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4056,4056,19/6/2017 9:00,14.28304283,2017/6/19 9:00,2017/6/19,9:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4057,4057,19/6/2017 10:00,17.19203296,2017/6/19 10:00,2017/6/19,10:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4058,4058,19/6/2017 11:00,24.33360397,2017/6/19 11:00,2017/6/19,11:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4059,4059,19/6/2017 12:00,18.01357875,2017/6/19 12:00,2017/6/19,12:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4060,4060,19/6/2017 13:00,17.79568693,2017/6/19 13:00,2017/6/19,13:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4061,4061,19/6/2017 14:00,13.53923092,2017/6/19 14:00,2017/6/19,14:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4062,4062,19/6/2017 15:00,18.09358291,2017/6/19 15:00,2017/6/19,15:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4063,4063,19/6/2017 16:00,17.84887479,2017/6/19 16:00,2017/6/19,16:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4064,4064,19/6/2017 17:00,10.90058171,2017/6/19 17:00,2017/6/19,17:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4065,4065,19/6/2017 18:00,9.379980755,2017/6/19 18:00,2017/6/19,18:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4066,4066,19/6/2017 19:00,19.72469634,2017/6/19 19:00,2017/6/19,19:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4067,4067,19/6/2017 20:00,37.56189007,2017/6/19 20:00,2017/6/19,20:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4068,4068,19/6/2017 21:00,44.39843391,2017/6/19 21:00,2017/6/19,21:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4069,4069,19/6/2017 22:00,41.77845843,2017/6/19 22:00,2017/6/19,22:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4070,4070,19/6/2017 23:00,42.80821749,2017/6/19 23:00,2017/6/19,23:00:00,0,0,0,1005.3,28.3,26.2,25.3,24.8,92,86,32.6,0.3,260,11.7,1
4071,4071,20/6/2017 0:00,45.73501333,2017/6/20 0:00,2017/6/20,0:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4072,4072,20/6/2017 1:00,49.22285584,2017/6/20 1:00,2017/6/20,1:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4073,4073,20/6/2017 2:00,45.70745059,2017/6/20 2:00,2017/6/20,2:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4074,4074,20/6/2017 3:00,46.16574821,2017/6/20 3:00,2017/6/20,3:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4075,4075,20/6/2017 4:00,45.71646266,2017/6/20 4:00,2017/6/20,4:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4076,4076,20/6/2017 5:00,44.71265979,2017/6/20 5:00,2017/6/20,5:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4077,4077,20/6/2017 6:00,42.94122234,2017/6/20 6:00,2017/6/20,6:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4078,4078,20/6/2017 7:00,21.19724825,2017/6/20 7:00,2017/6/20,7:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4079,4079,20/6/2017 8:00,11.14152372,2017/6/20 8:00,2017/6/20,8:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4080,4080,20/6/2017 9:00,16.30599338,2017/6/20 9:00,2017/6/20,9:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4081,4081,20/6/2017 10:00,16.62305135,2017/6/20 10:00,2017/6/20,10:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4082,4082,20/6/2017 11:00,16.21458031,2017/6/20 11:00,2017/6/20,11:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4083,4083,20/6/2017 12:00,15.33353336,2017/6/20 12:00,2017/6/20,12:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4084,4084,20/6/2017 13:00,17.07059844,2017/6/20 13:00,2017/6/20,13:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4085,4085,20/6/2017 14:00,16.76100081,2017/6/20 14:00,2017/6/20,14:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4086,4086,20/6/2017 15:00,22.31351325,2017/6/20 15:00,2017/6/20,15:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4087,4087,20/6/2017 16:00,11.58916267,2017/6/20 16:00,2017/6/20,16:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4088,4088,20/6/2017 17:00,10.28977406,2017/6/20 17:00,2017/6/20,17:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4089,4089,20/6/2017 18:00,13.353431,2017/6/20 18:00,2017/6/20,18:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4090,4090,20/6/2017 19:00,26.16867146,2017/6/20 19:00,2017/6/20,19:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4091,4091,20/6/2017 20:00,37.29562682,2017/6/20 20:00,2017/6/20,20:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4092,4092,20/6/2017 21:00,44.00789183,2017/6/20 21:00,2017/6/20,21:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4093,4093,20/6/2017 22:00,41.91159,2017/6/20 22:00,2017/6/20,22:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4094,4094,20/6/2017 23:00,43.6949889,2017/6/20 23:00,2017/6/20,23:00:00,0,0,0,1005.1,28.2,26.5,25.2,24.9,91,88,24.8,0.2,240,14,2
4095,4095,21/6/2017 0:00,47.06580725,2017/6/21 0:00,2017/6/21,0:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4096,4096,21/6/2017 1:00,43.19289644,2017/6/21 1:00,2017/6/21,1:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4097,4097,21/6/2017 2:00,46.25240948,2017/6/21 2:00,2017/6/21,2:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4098,4098,21/6/2017 3:00,46.24987936,2017/6/21 3:00,2017/6/21,3:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4099,4099,21/6/2017 4:00,48.04675436,2017/6/21 4:00,2017/6/21,4:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4100,4100,21/6/2017 5:00,44.15554782,2017/6/21 5:00,2017/6/21,5:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4101,4101,21/6/2017 6:00,42.25370414,2017/6/21 6:00,2017/6/21,6:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4102,4102,21/6/2017 7:00,21.52919763,2017/6/21 7:00,2017/6/21,7:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4103,4103,21/6/2017 8:00,11.2480626,2017/6/21 8:00,2017/6/21,8:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4104,4104,21/6/2017 9:00,18.88185941,2017/6/21 9:00,2017/6/21,9:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4105,4105,21/6/2017 10:00,25.70270079,2017/6/21 10:00,2017/6/21,10:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4106,4106,21/6/2017 11:00,26.6929311,2017/6/21 11:00,2017/6/21,11:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4107,4107,21/6/2017 12:00,15.78033909,2017/6/21 12:00,2017/6/21,12:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4108,4108,21/6/2017 13:00,16.69108225,2017/6/21 13:00,2017/6/21,13:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4109,4109,21/6/2017 14:00,14.8787861,2017/6/21 14:00,2017/6/21,14:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4110,4110,21/6/2017 15:00,14.50069047,2017/6/21 15:00,2017/6/21,15:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4111,4111,21/6/2017 16:00,17.49123276,2017/6/21 16:00,2017/6/21,16:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4112,4112,21/6/2017 17:00,13.04024165,2017/6/21 17:00,2017/6/21,17:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4113,4113,21/6/2017 18:00,12.72284083,2017/6/21 18:00,2017/6/21,18:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4114,4114,21/6/2017 19:00,22.90007275,2017/6/21 19:00,2017/6/21,19:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4115,4115,21/6/2017 20:00,31.85953494,2017/6/21 20:00,2017/6/21,20:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4116,4116,21/6/2017 21:00,45.78018206,2017/6/21 21:00,2017/6/21,21:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4117,4117,21/6/2017 22:00,40.82452266,2017/6/21 22:00,2017/6/21,22:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4118,4118,21/6/2017 23:00,45.38545394,2017/6/21 23:00,2017/6/21,23:00:00,0,0,0,1005.3,29.2,27.4,25.2,25.5,90,89,95.9,0.4,230,28.6,3
4119,4119,22/6/2017 0:00,46.50324136,2017/6/22 0:00,2017/6/22,0:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4120,4120,22/6/2017 1:00,48.37376603,2017/6/22 1:00,2017/6/22,1:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4121,4121,22/6/2017 2:00,48.34157914,2017/6/22 2:00,2017/6/22,2:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4122,4122,22/6/2017 3:00,47.2576342,2017/6/22 3:00,2017/6/22,3:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4123,4123,22/6/2017 4:00,48.19363214,2017/6/22 4:00,2017/6/22,4:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4124,4124,22/6/2017 5:00,49.26588954,2017/6/22 5:00,2017/6/22,5:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4125,4125,22/6/2017 6:00,42.64243733,2017/6/22 6:00,2017/6/22,6:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4126,4126,22/6/2017 7:00,23.17754037,2017/6/22 7:00,2017/6/22,7:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4127,4127,22/6/2017 8:00,13.00410497,2017/6/22 8:00,2017/6/22,8:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4128,4128,22/6/2017 9:00,14.0785005,2017/6/22 9:00,2017/6/22,9:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4129,4129,22/6/2017 10:00,28.2631179,2017/6/22 10:00,2017/6/22,10:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4130,4130,22/6/2017 11:00,24.4727729,2017/6/22 11:00,2017/6/22,11:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4131,4131,22/6/2017 12:00,12.72931238,2017/6/22 12:00,2017/6/22,12:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4132,4132,22/6/2017 13:00,14.39170503,2017/6/22 13:00,2017/6/22,13:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4133,4133,22/6/2017 14:00,17.43542033,2017/6/22 14:00,2017/6/22,14:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4134,4134,22/6/2017 15:00,14.6060093,2017/6/22 15:00,2017/6/22,15:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4135,4135,22/6/2017 16:00,7.882958038,2017/6/22 16:00,2017/6/22,16:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4136,4136,22/6/2017 17:00,8.631852413,2017/6/22 17:00,2017/6/22,17:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4137,4137,22/6/2017 18:00,10.00863353,2017/6/22 18:00,2017/6/22,18:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4138,4138,22/6/2017 19:00,13.64790113,2017/6/22 19:00,2017/6/22,19:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4139,4139,22/6/2017 20:00,31.53739488,2017/6/22 20:00,2017/6/22,20:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4140,4140,22/6/2017 21:00,43.91041991,2017/6/22 21:00,2017/6/22,21:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4141,4141,22/6/2017 22:00,37.50666697,2017/6/22 22:00,2017/6/22,22:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4142,4142,22/6/2017 23:00,41.32217874,2017/6/22 23:00,2017/6/22,23:00:00,0,0,0,1007.8,32.4,29.3,28,25.7,81,80,0,5.6,210,22.4,4
4143,4143,23/6/2017 0:00,46.87532923,2017/6/23 0:00,2017/6/23,0:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4144,4144,23/6/2017 1:00,49.93783318,2017/6/23 1:00,2017/6/23,1:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4145,4145,23/6/2017 2:00,45.52858669,2017/6/23 2:00,2017/6/23,2:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4146,4146,23/6/2017 3:00,47.76134824,2017/6/23 3:00,2017/6/23,3:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4147,4147,23/6/2017 4:00,47.72311212,2017/6/23 4:00,2017/6/23,4:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4148,4148,23/6/2017 5:00,47.33738444,2017/6/23 5:00,2017/6/23,5:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4149,4149,23/6/2017 6:00,44.90250126,2017/6/23 6:00,2017/6/23,6:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4150,4150,23/6/2017 7:00,20.97997566,2017/6/23 7:00,2017/6/23,7:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4151,4151,23/6/2017 8:00,11.04237769,2017/6/23 8:00,2017/6/23,8:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4152,4152,23/6/2017 9:00,17.08446786,2017/6/23 9:00,2017/6/23,9:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4153,4153,23/6/2017 10:00,21.61863753,2017/6/23 10:00,2017/6/23,10:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4154,4154,23/6/2017 11:00,27.12081467,2017/6/23 11:00,2017/6/23,11:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4155,4155,23/6/2017 12:00,14.01818525,2017/6/23 12:00,2017/6/23,12:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4156,4156,23/6/2017 13:00,14.07868637,2017/6/23 13:00,2017/6/23,13:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4157,4157,23/6/2017 14:00,12.1901019,2017/6/23 14:00,2017/6/23,14:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4158,4158,23/6/2017 15:00,18.27268967,2017/6/23 15:00,2017/6/23,15:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4159,4159,23/6/2017 16:00,17.63161482,2017/6/23 16:00,2017/6/23,16:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4160,4160,23/6/2017 17:00,12.28650057,2017/6/23 17:00,2017/6/23,17:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4161,4161,23/6/2017 18:00,12.11395789,2017/6/23 18:00,2017/6/23,18:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4162,4162,23/6/2017 19:00,21.16243028,2017/6/23 19:00,2017/6/23,19:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4163,4163,23/6/2017 20:00,37.75783226,2017/6/23 20:00,2017/6/23,20:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4164,4164,23/6/2017 21:00,43.96360476,2017/6/23 21:00,2017/6/23,21:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4165,4165,23/6/2017 22:00,30.89950791,2017/6/23 22:00,2017/6/23,22:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4166,4166,23/6/2017 23:00,37.60536881,2017/6/23 23:00,2017/6/23,23:00:00,0,0,0,1007.7,31.6,28.9,27.5,25.8,84,80,10.5,5.2,180,19.5,5
4167,4167,24/6/2017 0:00,46.33498864,2017/6/24 0:00,2017/6/24,0:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4168,4168,24/6/2017 1:00,50.94835386,2017/6/24 1:00,2017/6/24,1:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4169,4169,24/6/2017 2:00,45.07200098,2017/6/24 2:00,2017/6/24,2:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4170,4170,24/6/2017 3:00,47.70357386,2017/6/24 3:00,2017/6/24,3:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4171,4171,24/6/2017 4:00,49.25243489,2017/6/24 4:00,2017/6/24,4:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4172,4172,24/6/2017 5:00,47.15991723,2017/6/24 5:00,2017/6/24,5:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4173,4173,24/6/2017 6:00,48.95127509,2017/6/24 6:00,2017/6/24,6:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4174,4174,24/6/2017 7:00,39.25333777,2017/6/24 7:00,2017/6/24,7:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4175,4175,24/6/2017 8:00,28.4339513,2017/6/24 8:00,2017/6/24,8:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4176,4176,24/6/2017 9:00,25.82934547,2017/6/24 9:00,2017/6/24,9:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4177,4177,24/6/2017 10:00,26.17594291,2017/6/24 10:00,2017/6/24,10:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4178,4178,24/6/2017 11:00,17.2483497,2017/6/24 11:00,2017/6/24,11:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4179,4179,24/6/2017 12:00,12.8765883,2017/6/24 12:00,2017/6/24,12:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4180,4180,24/6/2017 13:00,11.70869931,2017/6/24 13:00,2017/6/24,13:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4181,4181,24/6/2017 14:00,17.29809339,2017/6/24 14:00,2017/6/24,14:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4182,4182,24/6/2017 15:00,15.78460612,2017/6/24 15:00,2017/6/24,15:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4183,4183,24/6/2017 16:00,16.80199995,2017/6/24 16:00,2017/6/24,16:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4184,4184,24/6/2017 17:00,14.82035848,2017/6/24 17:00,2017/6/24,17:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4185,4185,24/6/2017 18:00,10.09879318,2017/6/24 18:00,2017/6/24,18:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4186,4186,24/6/2017 19:00,30.08400136,2017/6/24 19:00,2017/6/24,19:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4187,4187,24/6/2017 20:00,36.36751144,2017/6/24 20:00,2017/6/24,20:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4188,4188,24/6/2017 21:00,37.90129199,2017/6/24 21:00,2017/6/24,21:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4189,4189,24/6/2017 22:00,33.34084715,2017/6/24 22:00,2017/6/24,22:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4190,4190,24/6/2017 23:00,40.95298315,2017/6/24 23:00,2017/6/24,23:00:00,0,0,1,1006.3,30.8,28.5,26.4,25.8,85,79,18.3,6.1,190,23,6
4191,4191,25/6/2017 0:00,46.6061326,2017/6/25 0:00,2017/6/25,0:00:00,0,0,1,1006.9,31.5,29.2,26.8,25.1,79,81,4.2,8.4,240,25.6,7
4192,4192,25/6/2017 1:00,43.92545507,2017/6/25 1:00,2017/6/25,1:00:00,0,0,1,1006.9,31.5,29.2,26.8,25.1,79,81,4.2,8.4,240,25.6,7
4193,4193,25/6/2017 2:00,46.84378266,2017/6/25 2:00,2017/6/25,2:00:00,0,0,1,1006.9,31.5,29.2,26.8,25.1,79,81,4.2,8.4,240,25.6,7
4194,4194,25/6/2017 3:00,45.88582697,2017/6/25 3:00,2017/6/25,3:00:00,0,0,1,1006.9,31.5,29.2,26.8,25.1,79,81,4.2,8.4,240,25.6,7
4195,4195,25/6/2017 4:00,44.52113638,2017/6/25 4:00,2017/6/25,4:00:00,0,0,1,1006.9,31.5,29.2,26.8,25.1,79,81,4.2,8.4,240,25.6,7
4196,4196,25/6/2017 5:00,43.27683599,2017/6/25 5:00,2017/6/25,5:00:00,0,0,1,1006.9,31.5,29.2,26.8,25.1,79,81,4.2,8.4,240,25.6,7
